Date: "11:43:01 29/03/2019"

Cycle,Timestamp,C(13),Mode,Na(23),Mode,Mg(24),Mode,Mg(25),Mode,Al(27),Mode,Si(29),Mode,Ca(43),Mode,Ca(44),Mode,Mn(55),Mode,Zn(66),Mode,Sr(86),Mode,Sr(88),Mode,Ba(137),Mode,Ba(138),Mode,Th(232),Mode,U(238),Mode,Th(248),Mode
1328,1689.37499,45604.18,1,229271.05,1,48482.66,1,6171.05,1,8409.83,1,15728.34,1,54915.30,1,814749.98,1,3143.09,1,00.00E00,1,15421.20,1,108330.46,1,84.03,1,877.20,1,00.00E00,1,54.35,1,00.00E00,1

1329,1690.47499,49898.27,1,243501.22,1,34237.52,1,4047.03,1,12605.74,1,13185.95,1,45049.93,1,718675.21,1,2592.59,1,157.27,1,14602.71,1,112513.11,1,464.99,1,1228.09,1,00.00E00,1,00.00E00,1,00.00E00,1

1330,1691.57499,42178.14,1,223810.09,1,31114.18,1,3687.46,1,5766.95,1,14939.42,1,31915.39,1,561616.64,1,2259.24,1,74.63,1,14047.96,1,154321.09,1,00.00E00,1,736.85,1,00.00E00,1,00.00E00,1,00.00E00,1

1331,1692.67499,41332.80,1,235713.93,1,29728.20,1,4699.28,1,9558.12,1,13994.36,1,39214.39,1,518562.54,1,1509.20,1,00.00E00,1,14548.14,1,100684.13,1,263.31,1,578.95,1,00.00E00,1,00.00E00,1,00.00E00,1

1332,1693.77499,39775.64,1,237371.18,1,34252.63,1,3444.97,1,10901.65,1,13628.37,1,42741.29,1,604310.83,1,3051.34,1,00.00E00,1,15239.31,1,101517.47,1,95.24,1,421.05,1,00.00E00,1,00.00E00,1,00.00E00,1

1333,1694.87499,42089.15,1,211105.65,1,31692.00,1,3929.96,1,7878.78,1,15835.70,1,39380.63,1,568916.62,1,1925.89,1,00.00E00,1,27063.84,1,86631.53,1,179.27,1,1140.37,1,00.00E00,1,00.00E00,1,00.00E00,1

1334,1695.97499,51077.56,1,234188.36,1,36839.87,1,5376.62,1,7470.82,1,14272.51,1,38801.96,1,746455.56,1,3743.30,1,00.00E00,1,13056.71,1,121400.56,1,168.07,1,1140.37,1,00.00E00,1,00.00E00,1,00.00E00,1

1335,1697.07499,42000.17,1,219022.65,1,20737.54,1,3419.88,1,6714.71,1,13815.43,1,36218.04,1,499743.25,1,2126.20,1,00.00E00,1,9983.08,1,78218.65,1,358.55,1,964.92,1,00.00E00,1,00.00E00,1,00.00E00,1

1336,1698.17499,44647.52,1,231245.08,1,28704.80,1,5644.22,1,7396.97,1,13716.21,1,44525.90,1,646735.56,1,2909.89,1,82.64,1,14157.09,1,106714.95,1,168.07,1,1105.28,1,00.00E00,1,00.00E00,1,00.00E00,1

1337,1699.27499,42400.60,1,230539.20,1,42834.61,1,3394.80,1,10027.65,1,14573.43,1,45630.80,1,695230.65,1,2734.04,1,82.64,1,11901.80,1,109320.37,1,179.27,1,1105.28,1,00.00E00,1,00.00E00,1,00.00E00,1

1338,1700.37499,38707.91,1,219868.85,1,27250.94,1,2868.00,1,8511.82,1,12828.11,1,33682.68,1,535288.14,1,1650.65,1,157.27,1,11692.65,1,96952.56,1,168.07,1,807.03,1,41.84,1,00.00E00,1,00.00E00,1

1339,1701.47499,38752.40,1,226603.28,1,32560.63,1,2240.87,1,8548.75,1,13373.00,1,36070.75,1,554831.79,1,2576.54,1,82.64,1,11174.31,1,95232.56,1,274.51,1,771.94,1,00.00E00,1,00.00E00,1,00.00E00,1

1340,1702.57499,44380.56,1,196453.84,1,21194.38,1,5226.10,1,8320.15,1,14806.04,1,26946.36,1,389940.13,1,1817.32,1,82.64,1,12056.39,1,68617.44,1,179.27,1,543.86,1,00.00E00,1,00.00E00,1,00.00E00,1

1341,1703.67499,47606.54,1,232570.13,1,36696.34,1,5518.78,1,11228.75,1,16658.81,1,44528.00,1,744136.41,1,3409.93,1,82.64,1,15848.64,1,112225.96,1,263.31,1,1175.46,1,00.00E00,1,00.00E00,1,00.00E00,1

1342,1704.77499,38440.98,1,234188.36,1,39374.40,1,5426.80,1,12630.37,1,14207.44,1,55275.27,1,840085.84,1,2717.98,1,00.00E00,1,15657.66,1,115993.27,1,179.27,1,701.76,1,41.84,1,00.00E00,1,00.00E00,1

1343,1705.87499,43757.64,1,239558.02,1,40545.40,1,6145.96,1,12139.71,1,15103.71,1,47861.74,1,734064.01,1,2976.41,1,00.00E00,1,14966.48,1,124572.84,1,168.07,1,491.23,1,00.00E00,1,00.00E00,1,55.25,1

1344,1706.97499,47450.80,1,255336.17,1,43661.93,1,4289.53,1,12756.99,1,12580.87,1,49347.70,1,786129.09,1,2617.82,1,00.00E00,1,16276.09,1,131153.99,1,274.51,1,1087.73,1,00.00E00,1,00.00E00,1,00.00E00,1

1345,1708.07499,41243.81,1,217880.44,1,29278.81,1,3946.69,1,8255.08,1,16452.22,1,37198.56,1,631111.04,1,2017.64,1,00.00E00,1,13011.24,1,100782.68,1,179.27,1,771.94,1,83.68,1,00.00E00,1,00.00E00,1

1346,1709.17499,42467.34,1,238825.07,1,29482.73,1,1881.32,1,8597.99,1,14661.27,1,40516.95,1,618793.14,1,2325.76,1,00.00E00,1,12956.68,1,95281.83,1,190.48,1,1228.09,1,00.00E00,1,00.00E00,1,00.00E00,1

1347,1710.27499,45759.91,1,235139.59,1,25438.40,1,3712.55,1,6878.24,1,15484.35,1,34452.74,1,535753.29,1,2000.82,1,82.64,1,14948.29,1,100444.21,1,263.31,1,964.92,1,00.00E00,1,54.35,1,00.00E00,1

1348,1711.37499,36728.23,1,223711.40,1,20027.73,1,2408.10,1,5967.40,1,15847.09,1,35521.59,1,530564.37,1,2109.38,1,165.29,1,11701.74,1,92289.67,1,95.24,1,456.14,1,52.36,1,00.00E00,1,00.00E00,1

1349,1712.47499,43045.74,1,225945.34,1,30249.35,1,3879.79,1,7433.89,1,17223.28,1,39235.43,1,678739.72,1,2500.84,1,00.00E00,1,16130.58,1,99874.38,1,179.27,1,491.23,1,00.00E00,1,54.35,1,00.00E00,1

1350,1713.57499,44958.99,1,217724.96,1,23361.65,1,5134.11,1,5992.02,1,13616.99,1,43214.79,1,685904.74,1,2192.72,1,82.64,1,13456.84,1,101440.35,1,00.00E00,1,964.92,1,00.00E00,1,00.00E00,1,00.00E00,1

1351,1714.67499,36906.18,1,221283.23,1,22836.81,1,1036.80,1,6837.79,1,14684.04,1,30305.96,1,531177.32,1,808.88,1,00.00E00,1,13083.99,1,86134.72,1,179.27,1,929.84,1,52.36,1,00.00E00,1,00.00E00,1

1352,1715.77499,43134.73,1,224731.16,1,26061.45,1,4021.94,1,8079.24,1,15583.57,1,71374.29,1,679268.62,1,1684.29,1,00.00E00,1,13456.84,1,103079.21,1,168.07,1,982.47,1,41.84,1,00.00E00,1,00.00E00,1

1353,1716.87499,43379.44,1,217333.28,1,22561.18,1,3419.88,1,7409.28,1,14272.51,1,41373.42,1,544097.33,1,1575.72,1,157.27,1,11047.00,1,78006.69,1,369.75,1,596.50,1,00.00E00,1,00.00E00,1,00.00E00,1

1354,1717.97499,43824.38,1,220631.35,1,26416.41,1,3302.81,1,6788.56,1,15728.34,1,40491.70,1,603066.50,1,2334.93,1,00.00E00,1,11756.30,1,104064.70,1,95.24,1,1228.09,1,00.00E00,1,00.00E00,1,00.00E00,1

1355,1719.07499,42400.60,1,244051.74,1,38271.42,1,7274.92,1,11821.39,1,14230.21,1,52046.15,1,830796.32,1,2610.18,1,00.00E00,1,20114.23,1,142067.83,1,95.24,1,789.48,1,00.00E00,1,00.00E00,1,00.00E00,1

1356,1720.17499,39686.66,1,233129.47,1,32492.65,1,4766.17,1,9304.90,1,13787.78,1,49038.30,1,757572.05,1,1859.37,1,00.00E00,1,15466.67,1,118121.38,1,190.48,1,701.76,1,00.00E00,1,00.00E00,1,00.00E00,1

1357,1721.27499,43557.42,1,245769.19,1,35468.80,1,5568.96,1,6915.16,1,14908.51,1,48194.29,1,694914.81,1,2201.13,1,74.63,1,17512.99,1,115416.79,1,95.24,1,1298.27,1,00.00E00,1,00.00E00,1,00.00E00,1

1358,1722.37499,42222.63,1,236294.26,1,35015.56,1,7375.27,1,10833.07,1,16517.29,1,45959.12,1,708984.63,1,2701.16,1,82.64,1,15121.09,1,120879.73,1,84.03,1,1385.99,1,00.00E00,1,00.00E00,1,00.00E00,1

1359,1723.47499,45848.90,1,225424.97,1,31771.30,1,5033.77,1,7903.40,1,14303.41,1,39022.90,1,585757.71,1,1867.78,1,74.63,1,13611.44,1,99730.86,1,179.27,1,1228.09,1,00.00E00,1,00.00E00,1,00.00E00,1

1360,1724.57499,44158.08,1,235962.21,1,29460.07,1,4097.20,1,6927.47,1,12652.44,1,38261.17,1,555972.38,1,1483.97,1,74.63,1,15166.56,1,93504.07,1,84.03,1,754.39,1,00.00E00,1,00.00E00,1,00.00E00,1

1361,1725.67499,45604.18,1,210157.99,1,24181.01,1,2383.02,1,7069.90,1,14306.66,1,29672.73,1,470771.39,1,1750.80,1,82.64,1,10519.59,1,85001.92,1,285.72,1,456.14,1,41.84,1,00.00E00,1,00.00E00,1

1362,1726.77499,42000.17,1,218029.95,1,26125.65,1,3829.62,1,8190.02,1,16247.25,1,34753.61,1,566704.69,1,2500.84,1,00.00E00,1,9828.50,1,84539.39,1,179.27,1,912.29,1,00.00E00,1,00.00E00,1,00.00E00,1

1363,1727.87499,39486.46,1,205452.91,1,25925.51,1,6539.00,1,9962.58,1,15529.89,1,32834.79,1,489131.11,1,1684.29,1,00.00E00,1,9319.28,1,72675.99,1,252.10,1,684.22,1,41.84,1,00.00E00,1,00.00E00,1

1364,1728.97499,42155.89,1,219623.66,1,30170.05,1,4699.28,1,13075.31,1,13773.14,1,34751.51,1,566486.73,1,1717.16,1,00.00E00,1,12756.61,1,107509.84,1,95.24,1,1052.65,1,52.36,1,42.55,1,00.00E00,1

1365,1730.07499,41110.34,1,206328.72,1,23127.55,1,2725.85,1,5436.38,1,17192.37,1,36396.89,1,466259.29,1,2509.25,1,00.00E00,1,10246.79,1,76069.14,1,95.24,1,982.47,1,52.36,1,00.00E00,1,00.00E00,1

1366,1731.17499,41555.25,1,216277.83,1,20914.99,1,1998.38,1,9076.29,1,14794.65,1,24739.74,1,355124.96,1,1300.48,1,00.00E00,1,9219.26,1,61263.44,1,190.48,1,561.41,1,00.00E00,1,00.00E00,1,00.00E00,1

1367,1732.27499,41488.52,1,196848.31,1,22349.74,1,2483.36,1,8851.21,1,14428.66,1,26912.71,1,439044.56,1,1642.24,1,00.00E00,1,10437.75,1,67534.37,1,263.31,1,1403.53,1,00.00E00,1,00.00E00,1,42.92,1

1368,1733.37499,45648.67,1,203680.43,1,23305.01,1,3545.31,1,8168.92,1,17013.43,1,31784.95,1,410058.10,1,2009.23,1,74.63,1,43815.28,1,86372.42,1,00.00E00,1,1473.71,1,00.00E00,1,00.00E00,1,00.00E00,1

1369,1734.47499,43312.70,1,204340.99,1,19038.56,1,2048.55,1,8789.66,1,14950.81,1,27966.62,1,438674.42,1,2142.26,1,00.00E00,1,7818.96,1,65212.08,1,274.51,1,1263.18,1,00.00E00,1,00.00E00,1,00.00E00,1

1370,1735.57499,38107.32,1,207016.23,1,16573.30,1,2483.36,1,9864.10,1,13784.53,1,33465.97,1,461761.11,1,2467.97,1,00.00E00,1,9837.59,1,73333.19,1,263.31,1,666.67,1,00.00E00,1,00.00E00,1,00.00E00,1

1371,1736.67499,45782.16,1,212361.26,1,25249.60,1,1780.98,1,8255.08,1,16570.97,1,31341.04,1,493495.42,1,2918.30,1,82.64,1,10365.00,1,76503.75,1,560.23,1,859.66,1,00.00E00,1,00.00E00,1,00.00E00,1

1372,1737.77499,43001.25,1,216690.44,1,22285.55,1,3879.79,1,8042.31,1,16151.28,1,31616.64,1,471251.89,1,2201.13,1,82.64,1,9292.01,1,70325.57,1,190.48,1,684.22,1,00.00E00,1,00.00E00,1,00.00E00,1

1373,1738.87499,43579.66,1,219847.92,1,17381.19,1,1831.15,1,7433.89,1,14062.67,1,25452.83,1,434359.06,1,2026.05,1,82.64,1,10665.08,1,57721.77,1,00.00E00,1,1017.56,1,00.00E00,1,00.00E00,1,00.00E00,1

1374,1739.97499,44291.57,1,188938.75,1,20541.21,1,1856.23,1,8307.84,1,15705.57,1,34370.68,1,428893.80,1,2000.82,1,00.00E00,1,9364.75,1,68270.68,1,453.78,1,1333.36,1,00.00E00,1,00.00E00,1,00.00E00,1

1375,1741.07499,38685.66,1,197221.86,1,23070.91,1,2650.59,1,6588.10,1,14817.42,1,30587.87,1,496245.85,1,2267.65,1,74.63,1,10765.11,1,68133.69,1,179.27,1,964.92,1,00.00E00,1,00.00E00,1,110.50,1

1376,1742.17499,42534.07,1,206956.44,1,17426.50,1,3687.46,1,9063.98,1,15694.18,1,34618.96,1,428786.54,1,2350.99,1,00.00E00,1,8737.33,1,70760.11,1,00.00E00,1,1421.08,1,00.00E00,1,00.00E00,1,00.00E00,1

1377,1743.27499,40109.31,1,206011.87,1,27726.74,1,1831.15,1,13340.87,1,16315.58,1,36005.53,1,522212.43,1,2876.25,1,74.63,1,12902.11,1,86569.43,1,95.24,1,859.66,1,00.00E00,1,54.35,1,00.00E00,1

1378,1744.37499,41933.43,1,216454.23,1,25204.29,1,2483.36,1,20805.43,1,15793.41,1,40491.70,1,565625.67,1,1400.64,1,231.90,1,11765.39,1,87426.02,1,95.24,1,1017.56,1,00.00E00,1,00.00E00,1,00.00E00,1

1379,1745.47499,45314.95,1,194849.10,1,23546.66,1,2700.76,1,14529.76,1,16071.57,1,27303.98,1,483301.15,1,1925.89,1,157.27,1,10410.47,1,80815.77,1,00.00E00,1,964.92,1,00.00E00,1,00.00E00,1,00.00E00,1

1380,1746.57499,44135.84,1,228780.55,1,20658.25,1,2868.00,1,15567.42,1,14684.04,1,27259.80,1,470916.35,1,1225.55,1,00.00E00,1,12456.52,1,65946.21,1,285.72,1,894.75,1,41.84,1,00.00E00,1,00.00E00,1

1381,1747.67499,47094.82,1,193608.99,1,12783.21,1,1011.72,1,7597.43,1,13254.26,1,20768.56,1,238003.71,1,1801.26,1,82.64,1,6500.54,1,45363.73,1,84.03,1,1333.36,1,00.00E00,1,00.00E00,1,00.00E00,1

1382,1748.77499,44269.32,1,191523.30,1,15384.14,1,1421.43,1,15045.07,1,15728.34,1,22127.30,1,317853.53,1,2425.92,1,74.63,1,8855.54,1,55930.73,1,179.27,1,964.92,1,00.00E00,1,00.00E00,1,00.00E00,1

1383,1749.87499,41177.08,1,195312.29,1,13606.12,1,794.32,1,12707.75,1,16318.83,1,19700.11,1,298113.81,1,1233.96,1,00.00E00,1,7464.34,1,39109.16,1,95.24,1,1052.65,1,00.00E00,1,00.00E00,1,00.00E00,1

1384,1750.97499,50743.79,1,204610.00,1,13915.67,1,2316.12,1,12997.93,1,15793.41,1,19277.37,1,250128.92,1,1217.14,1,00.00E00,1,6909.70,1,38792.61,1,263.31,1,1263.18,1,00.00E00,1,00.00E00,1,00.00E00,1

1385,1752.07499,36883.94,1,199149.46,1,14138.39,1,1471.60,1,11249.85,1,15995.12,1,82093.07,1,289460.73,1,1308.89,1,82.64,1,6664.20,1,44854.60,1,84.03,1,1280.72,1,41.84,1,00.00E00,1,00.00E00,1

1386,1753.17499,42578.57,1,199227.16,1,17736.07,1,1011.72,1,15171.70,1,17104.53,1,23919.39,1,364338.54,1,1592.54,1,00.00E00,1,6846.05,1,60356.06,1,84.03,1,666.67,1,00.00E00,1,00.00E00,1,00.00E00,1

1387,1754.27499,41755.46,1,198175.19,1,12307.58,1,1998.38,1,14390.82,1,16239.12,1,21025.16,1,306456.00,1,2067.33,1,74.63,1,6464.17,1,51238.45,1,179.27,1,842.11,1,00.00E00,1,00.00E00,1,00.00E00,1

1388,1755.37499,42066.91,1,187244.69,1,12594.47,1,1806.06,1,12683.13,1,15782.02,1,18345.66,1,300922.85,1,1483.97,1,74.63,1,7273.40,1,45010.76,1,84.03,1,526.32,1,00.00E00,1,00.00E00,1,00.00E00,1

1389,1756.47499,43245.96,1,204681.74,1,15304.86,1,1856.23,1,12732.37,1,15194.80,1,28421.02,1,340736.03,1,2017.64,1,00.00E00,1,7327.95,1,45220.40,1,95.24,1,964.92,1,00.00E00,1,00.00E00,1,00.00E00,1

1390,1757.57499,39686.66,1,184567.81,1,18279.71,1,2140.53,1,13254.69,1,16692.97,1,21687.70,1,368825.66,1,1458.74,1,00.00E00,1,8691.87,1,42368.94,1,190.48,1,1245.63,1,00.00E00,1,00.00E00,1,00.00E00,1

1391,1758.67499,38997.08,1,192593.02,1,13938.32,1,1638.83,1,11191.82,1,15907.28,1,17700.00,1,271214.79,1,1225.55,1,00.00E00,1,6646.02,1,37019.53,1,95.24,1,929.84,1,00.00E00,1,00.00E00,1,00.00E00,1

1392,1759.77499,40331.76,1,168522.26,1,3720.93,1,602.01,1,5816.18,1,14984.97,1,6706.48,1,79395.63,1,1334.12,1,00.00E00,1,3309.23,1,9362.22,1,168.07,1,1035.10,1,00.00E00,1,00.00E00,1,00.00E00,1

1393,1760.87499,43980.11,1,169474.90,1,1966.09,1,00.00E00,1,3716.77,1,13582.83,1,3315.25,1,43950.25,1,2100.97,1,82.64,1,2945.56,1,5782.48,1,95.24,1,789.48,1,00.00E00,1,00.00E00,1,00.00E00,1

1394,1761.97499,48474.27,1,176597.98,1,766.05,1,00.00E00,1,2806.01,1,12819.97,1,2743.42,1,19320.39,1,1233.96,1,74.63,1,2572.81,1,2916.77,1,179.27,1,684.22,1,00.00E00,1,00.00E00,1,00.00E00,1

1395,1763.07499,40732.17,1,166345.33,1,188.68,1,00.00E00,1,3969.96,1,12785.82,1,3332.07,1,22645.77,1,1800.50,1,00.00E00,1,1163.65,1,1955.18,1,00.00E00,1,1473.71,1,00.00E00,1,00.00E00,1,00.00E00,1

1396,1764.17499,41421.78,1,162645.71,1,1154.73,1,00.00E00,1,2932.60,1,14984.97,1,3149.17,1,18200.49,1,875.39,1,165.29,1,2136.42,1,2021.42,1,00.00E00,1,964.92,1,00.00E00,1,00.00E00,1,00.00E00,1

1397,1765.27499,37996.10,1,155805.76,1,188.68,1,00.00E00,1,3982.27,1,14661.27,1,3464.52,1,11094.40,1,975.55,1,74.63,1,2981.93,1,2517.17,1,95.24,1,561.41,1,52.36,1,00.00E00,1,00.00E00,1

1398,1766.37499,41444.02,1,167321.80,1,200.00,1,00.00E00,1,3161.17,1,14485.59,1,3058.77,1,13132.16,1,1150.63,1,82.64,1,3109.21,1,1162.41,1,168.07,1,1035.10,1,00.00E00,1,00.00E00,1,00.00E00,1

1399,1767.47499,45604.18,1,169949.73,1,00.00E00,1,217.39,1,2981.83,1,12118.94,1,3805.10,1,13384.24,1,1417.46,1,149.25,1,2136.42,1,1480.80,1,00.00E00,1,754.39,1,00.00E00,1,00.00E00,1,00.00E00,1

1400,1768.57499,37462.26,1,171284.66,1,388.68,1,00.00E00,1,2744.47,1,13262.40,1,4044.77,1,12516.58,1,2184.31,1,82.64,1,1327.30,1,799.15,1,179.27,1,771.94,1,00.00E00,1,00.00E00,1,00.00E00,1

1401,1769.67499,40576.45,1,170230.45,1,377.36,1,00.00E00,1,3438.97,1,14714.94,1,2453.30,1,12357.38,1,1067.29,1,00.00E00,1,2900.11,1,717.96,1,190.48,1,1245.63,1,00.00E00,1,00.00E00,1,00.00E00,1

1402,1770.77499,40999.11,1,170753.07,1,200.00,1,00.00E00,1,2148.44,1,15625.86,1,2793.88,1,9523.70,1,608.57,1,00.00E00,1,2400.07,1,1096.17,1,263.31,1,982.47,1,00.00E00,1,00.00E00,1,00.00E00,1

1403,1771.87499,40354.00,1,159913.76,1,188.68,1,00.00E00,1,2630.19,1,13773.14,1,3340.48,1,13477.11,1,1233.96,1,157.27,1,2827.37,1,1547.04,1,95.24,1,771.94,1,00.00E00,1,00.00E00,1,00.00E00,1

1404,1772.97499,44002.35,1,174695.38,1,377.36,1,00.00E00,1,2667.11,1,13041.18,1,2188.41,1,15453.96,1,958.73,1,00.00E00,1,2045.51,1,1096.17,1,00.00E00,1,614.04,1,00.00E00,1,00.00E00,1,00.00E00,1

1405,1774.07499,41822.20,1,160212.33,1,388.68,1,00.00E00,1,2932.60,1,15038.64,1,3332.07,1,13341.78,1,775.24,1,00.00E00,1,2409.16,1,510.69,1,252.10,1,859.66,1,00.00E00,1,00.00E00,1,00.00E00,1

1406,1775.17499,44313.81,1,176508.38,1,188.68,1,217.39,1,3790.62,1,11752.97,1,3754.65,1,13710.61,1,1325.71,1,00.00E00,1,1927.32,1,1081.21,1,84.03,1,543.86,1,00.00E00,1,00.00E00,1,00.00E00,1

1407,1776.27499,40821.15,1,169188.21,1,943.41,1,00.00E00,1,1694.83,1,15172.03,1,1889.89,1,14469.50,1,1625.42,1,00.00E00,1,2318.25,1,829.07,1,95.24,1,701.76,1,00.00E00,1,00.00E00,1,00.00E00,1

1408,1777.37499,37150.85,1,169012.01,1,400.00,1,217.39,1,1960.32,1,13517.77,1,3489.75,1,11672.82,1,1217.14,1,82.64,1,2672.82,1,1814.14,1,179.27,1,403.51,1,00.00E00,1,00.00E00,1,00.00E00,1

1409,1778.47499,45448.44,1,164658.21,1,188.68,1,192.31,1,2642.49,1,13906.52,1,1698.59,1,11999.18,1,1434.28,1,74.63,1,3091.03,1,1207.28,1,369.75,1,807.03,1,00.00E00,1,00.00E00,1,00.00E00,1

1410,1779.57499,41599.74,1,177945.09,1,377.36,1,00.00E00,1,3794.13,1,14295.28,1,3596.97,1,11309.32,1,1492.38,1,00.00E00,1,2518.26,1,1703.03,1,285.72,1,649.13,1,41.84,1,00.00E00,1,00.00E00,1

1411,1780.67499,42578.57,1,175340.52,1,388.68,1,00.00E00,1,3994.58,1,10842.14,1,4889.94,1,11765.68,1,1325.71,1,00.00E00,1,2909.20,1,1369.68,1,84.03,1,1526.35,1,00.00E00,1,00.00E00,1,00.00E00,1

1412,1781.77499,38440.98,1,163828.11,1,766.05,1,409.70,1,1984.93,1,15225.71,1,1492.57,1,11155.43,1,2125.44,1,157.27,1,1754.58,1,1051.30,1,84.03,1,684.22,1,00.00E00,1,00.00E00,1,00.00E00,1

1413,1782.87499,32368.86,1,177004.20,1,577.36,1,00.00E00,1,2123.83,1,13506.38,1,3754.65,1,12848.25,1,1983.99,1,00.00E00,1,1336.39,1,1799.19,1,179.27,1,859.66,1,00.00E00,1,00.00E00,1,00.00E00,1

1414,1783.97499,41777.71,1,161149.83,1,00.00E00,1,00.00E00,1,3259.63,1,12740.27,1,3067.18,1,11112.97,1,950.32,1,74.63,1,2336.43,1,1562.00,1,95.24,1,473.69,1,00.00E00,1,00.00E00,1,00.00E00,1

1415,1785.07499,39019.33,1,168310.24,1,00.00E00,1,00.00E00,1,1821.42,1,16792.20,1,3332.07,1,15132.88,1,1317.30,1,00.00E00,1,2072.78,1,1465.84,1,95.24,1,1210.54,1,00.00E00,1,00.00E00,1,00.00E00,1

1416,1786.17499,39130.55,1,173285.66,1,188.68,1,217.39,1,4182.71,1,12808.59,1,2760.24,1,10595.59,1,1233.96,1,82.64,1,3118.31,1,1354.72,1,179.27,1,929.84,1,00.00E00,1,00.00E00,1,00.00E00,1

1417,1787.27499,43268.21,1,169716.79,1,00.00E00,1,217.39,1,3210.40,1,13895.13,1,3067.18,1,14665.86,1,2000.82,1,74.63,1,2027.32,1,1628.24,1,336.14,1,929.84,1,00.00E00,1,00.00E00,1,00.00E00,1

1418,1788.37499,43379.44,1,167363.60,1,00.00E00,1,192.31,1,2528.21,1,13537.29,1,3912.32,1,12251.24,1,1492.38,1,165.29,1,2454.62,1,940.18,1,95.24,1,1298.27,1,00.00E00,1,00.00E00,1,00.00E00,1

1419,1789.47499,45693.17,1,171935.72,1,188.68,1,00.00E00,1,3716.77,1,12671.96,1,3613.79,1,12060.20,1,1042.06,1,00.00E00,1,2763.73,1,1895.34,1,84.03,1,1122.82,1,00.00E00,1,00.00E00,1,00.00E00,1

1420,1790.57499,41421.78,1,162953.25,1,188.68,1,00.00E00,1,2552.83,1,13929.29,1,3639.02,1,13644.27,1,1142.22,1,00.00E00,1,1718.22,1,1435.92,1,190.48,1,929.84,1,00.00E00,1,00.00E00,1,00.00E00,1

1421,1791.67499,43468.43,1,160693.02,1,400.00,1,00.00E00,1,2793.70,1,15271.25,1,2892.69,1,11426.06,1,1400.64,1,00.00E00,1,1854.59,1,1132.49,1,358.55,1,1140.37,1,00.00E00,1,00.00E00,1,00.00E00,1

1422,1792.77499,44091.34,1,165013.54,1,377.36,1,00.00E00,1,3145.34,1,12885.03,1,3639.02,1,11253.60,1,1400.64,1,00.00E00,1,2136.42,1,1562.00,1,00.00E00,1,350.88,1,41.84,1,00.00E00,1,00.00E00,1

1423,1793.87499,40954.62,1,163057.75,1,188.68,1,00.00E00,1,2793.70,1,14718.20,1,3481.34,1,14917.95,1,1375.41,1,74.63,1,3272.86,1,1132.49,1,95.24,1,1140.37,1,00.00E00,1,00.00E00,1,00.00E00,1

1424,1794.97499,41154.83,1,164846.33,1,788.69,1,00.00E00,1,2352.39,1,14729.58,1,3613.79,1,10577.02,1,1500.79,1,00.00E00,1,1818.22,1,1177.37,1,179.27,1,1456.17,1,00.00E00,1,42.55,1,00.00E00,1

1425,1796.07499,41844.45,1,159137.51,1,400.00,1,00.00E00,1,3287.76,1,16925.59,1,2760.24,1,11635.67,1,1400.64,1,74.63,1,2681.91,1,955.14,1,358.55,1,1736.88,1,00.00E00,1,00.00E00,1,00.00E00,1

1426,1797.17499,41755.46,1,164750.77,1,588.68,1,00.00E00,1,2756.78,1,13651.15,1,3191.22,1,12381.26,1,1225.55,1,00.00E00,1,2527.35,1,1495.75,1,95.24,1,1087.73,1,00.00E00,1,00.00E00,1,00.00E00,1

1427,1798.27499,41421.78,1,153790.72,1,388.68,1,00.00E00,1,1719.45,1,15503.87,1,2619.39,1,10847.65,1,1317.30,1,00.00E00,1,1672.76,1,1673.11,1,95.24,1,1421.08,1,00.00E00,1,00.00E00,1,00.00E00,1

1428,1799.37499,42244.87,1,155217.65,1,00.00E00,1,192.31,1,2377.01,1,14272.51,1,1292.85,1,10754.78,1,2134.61,1,00.00E00,1,1818.22,1,1673.11,1,00.00E00,1,1035.10,1,00.00E00,1,00.00E00,1,00.00E00,1

1429,1800.47499,41110.34,1,168841.79,1,188.68,1,00.00E00,1,2679.42,1,11608.22,1,2785.47,1,11901.00,1,866.98,1,00.00E00,1,1518.21,1,2532.13,1,179.27,1,1070.19,1,00.00E00,1,00.00E00,1,00.00E00,1

1430,1801.57499,38374.25,1,165094.16,1,00.00E00,1,00.00E00,1,2842.93,1,13452.70,1,1881.48,1,9924.33,1,1517.61,1,00.00E00,1,2272.79,1,1369.68,1,274.51,1,877.20,1,00.00E00,1,00.00E00,1,00.00E00,1

1431,1802.67499,41310.55,1,157847.76,1,577.36,1,00.00E00,1,2111.52,1,14862.97,1,3779.87,1,13495.68,1,616.98,1,82.64,1,2972.84,1,1303.44,1,84.03,1,877.20,1,00.00E00,1,00.00E00,1,00.00E00,1

1432,1803.77499,38641.18,1,152316.08,1,188.68,1,217.39,1,4235.46,1,14527.88,1,2047.56,1,10791.93,1,1225.55,1,165.29,1,2118.24,1,2102.62,1,190.48,1,1052.65,1,00.00E00,1,00.00E00,1,00.00E00,1

1433,1804.87499,44914.49,1,154134.02,1,00.00E00,1,192.31,1,3475.89,1,15050.03,1,1906.71,1,12293.70,1,1225.55,1,74.63,1,2754.64,1,1339.77,1,442.58,1,368.42,1,00.00E00,1,00.00E00,1,00.00E00,1

