Date: "11:43:01 29/03/2019"

Cycle,Timestamp,C(13),Mode,Na(23),Mode,Mg(24),Mode,Mg(25),Mode,Al(27),Mode,Si(29),Mode,Ca(43),Mode,Ca(44),Mode,Mn(55),Mode,Zn(66),Mode,Sr(86),Mode,Sr(88),Mode,Ba(137),Mode,Ba(138),Mode,Th(232),Mode,U(238),Mode,Th(248),Mode

2141,2583.67499,42645.31,1,150202.72,1,200.00,1,00.00E00,1,2907.98,1,15427.41,1,1873.07,1,11174.00,1,967.14,1,157.27,1,2418.26,1,1369.68,1,453.78,1,105.26,1,00.00E00,1,00.00E00,1,55.25,1

2142,2584.77499,38440.98,1,176182.81,1,48444.88,1,3904.88,1,951935.03,2,20467.11,1,4177.22,1,22051.27,1,23773.23,1,165.29,1,4445.71,1,7445.15,1,84.03,1,947.38,1,83.68,1,00.00E00,1,00.00E00,1

2143,2585.87499,41466.27,1,226393.93,1,99185.16,1,16291.00,1,100380.04,2,28081.56,1,36100.21,1,444312.72,1,18060.72,1,00.00E00,1,11001.54,1,98293.49,1,84.03,1,2772.03,1,125.52,1,108.70,1,00.00E00,1

2144,2586.97499,41777.71,1,250452.14,1,100304.97,1,14166.43,1,17319.21,1,15194.80,1,37886.63,1,669301.68,1,5244.23,1,00.00E00,1,15157.46,1,123391.78,1,00.00E00,1,1421.08,1,00.00E00,1,00.00E00,1,00.00E00,1

2145,2588.07499,41355.04,1,260029.24,1,74712.33,1,35768.75,1,19581.17,1,14238.35,1,53555.43,1,837539.07,1,2726.39,1,74.63,1,16457.98,1,124514.97,1,95.24,1,1052.65,1,94.20,1,00.00E00,1,00.00E00,1

2146,2589.17499,38218.54,1,237347.25,1,70640.68,1,10185.26,1,7776.79,1,13952.07,1,59144.67,1,782035.50,1,1951.12,1,74.63,1,17140.09,1,141851.24,1,347.34,1,1035.10,1,00.00E00,1,42.55,1,00.00E00,1

2147,2590.27499,45025.73,1,239459.29,1,55673.30,1,6246.31,1,6445.68,1,14028.52,1,48238.49,1,759929.84,1,2359.40,1,74.63,1,18131.45,1,127389.52,1,179.27,1,789.48,1,00.00E00,1,00.00E00,1,00.00E00,1

2148,2591.37499,47183.81,1,228469.50,1,43091.49,1,5778.02,1,6109.83,1,15529.89,1,40826.29,1,661958.93,1,3092.63,1,00.00E00,1,17694.88,1,110743.14,1,190.48,1,842.11,1,41.84,1,00.00E00,1,00.00E00,1

2149,2592.47499,41688.73,1,221591.23,1,35140.20,1,5594.04,1,15201.60,1,15892.64,1,45066.77,1,682285.64,1,2459.56,1,82.64,1,14448.11,1,106635.67,1,95.24,1,1280.72,1,00.00E00,1,00.00E00,1,00.00E00,1

2150,2593.57499,37551.23,1,222234.15,1,38207.21,1,4724.36,1,6510.74,1,12465.39,1,54045.90,1,919008.21,1,2051.28,1,157.27,1,17394.75,1,155003.25,1,179.27,1,1298.27,1,00.00E00,1,00.00E00,1,00.00E00,1

2151,2594.67499,40732.17,1,233338.85,1,46110.00,1,5635.85,1,6183.68,1,11131.65,1,53881.71,1,832573.32,1,1759.21,1,00.00E00,1,18267.87,1,148894.27,1,84.03,1,1017.56,1,00.00E00,1,00.00E00,1,00.00E00,1

2152,2595.77499,40976.87,1,235274.20,1,36737.89,1,6597.54,1,5248.24,1,15362.35,1,48691.01,1,875538.16,1,2359.40,1,00.00E00,1,18849.97,1,129477.52,1,179.27,1,982.47,1,52.36,1,00.00E00,1,00.00E00,1

2153,2596.87499,42890.02,1,233667.89,1,35729.41,1,4958.51,1,3729.08,1,15838.96,1,55405.79,1,693160.14,1,1308.89,1,149.25,1,15821.36,1,131177.57,1,179.27,1,877.20,1,00.00E00,1,00.00E00,1,00.00E00,1

2154,2597.97499,41510.76,1,223881.86,1,28040.17,1,3687.46,1,4513.27,1,14962.19,1,46302.17,1,661141.66,1,2026.05,1,00.00E00,1,16066.91,1,125689.63,1,464.99,1,771.94,1,00.00E00,1,00.00E00,1,00.00E00,1

2155,2599.07499,42356.11,1,220069.20,1,31336.99,1,3060.32,1,4235.46,1,15762.50,1,37930.81,1,640814.99,1,1467.15,1,00.00E00,1,13456.84,1,97263.16,1,95.24,1,1017.56,1,41.84,1,00.00E00,1,00.00E00,1

2156,2600.17499,36194.41,1,214283.62,1,25668.74,1,4122.29,1,3590.18,1,11097.50,1,37082.83,1,508087.76,1,1142.22,1,00.00E00,1,12647.49,1,92782.28,1,179.27,1,631.58,1,00.00E00,1,00.00E00,1,00.00E00,1

2157,2601.27499,41399.53,1,217883.43,1,28240.31,1,2918.17,1,3034.58,1,15461.57,1,39631.04,1,643742.81,1,1483.97,1,82.64,1,15684.94,1,97239.60,1,504.20,1,1140.37,1,41.84,1,42.55,1,00.00E00,1

2158,2602.37499,36483.56,1,220224.69,1,24826.69,1,2215.78,1,3831.06,1,13639.76,1,41710.12,1,545210.71,1,1483.97,1,82.64,1,14502.67,1,102777.14,1,190.48,1,859.66,1,00.00E00,1,42.55,1,00.00E00,1

2159,2603.47499,38307.52,1,236757.93,1,32394.45,1,3904.88,1,4627.56,1,14043.15,1,36735.65,1,601779.13,1,1567.31,1,00.00E00,1,13811.51,1,103717.64,1,84.03,1,1228.09,1,00.00E00,1,00.00E00,1,00.00E00,1

2160,2604.57499,41355.04,1,218574.13,1,25691.40,1,1806.06,1,5248.24,1,16216.35,1,37040.75,1,563782.54,1,1575.72,1,00.00E00,1,11965.45,1,107730.53,1,84.03,1,1035.10,1,00.00E00,1,00.00E00,1,00.00E00,1

2161,2605.67499,43223.71,1,208214.91,1,21303.88,1,3277.73,1,3679.85,1,14402.63,1,38303.26,1,553793.45,1,1575.72,1,00.00E00,1,15293.88,1,95560.28,1,179.27,1,1070.19,1,00.00E00,1,00.00E00,1,00.00E00,1

2162,2606.77499,41266.06,1,223998.49,1,26782.69,1,2408.10,1,4195.02,1,15084.19,1,31782.85,1,460746.68,1,1675.88,1,74.63,1,10246.79,1,70725.86,1,95.24,1,1350.90,1,00.00E00,1,42.55,1,00.00E00,1

2163,2607.87499,43757.64,1,210522.70,1,78935.66,1,16692.50,1,5779.26,1,12564.61,1,31639.78,1,521164.19,1,1317.30,1,82.64,1,11747.21,1,85912.01,1,84.03,1,508.78,1,00.00E00,1,00.00E00,1,00.00E00,1

2164,2608.97499,48185.02,1,216116.38,1,23992.21,1,1613.75,1,4235.46,1,13574.70,1,30388.01,1,448647.94,1,2100.97,1,00.00E00,1,12447.42,1,84995.49,1,190.48,1,1017.56,1,00.00E00,1,54.35,1,00.00E00,1

2165,2610.07499,49141.76,1,196498.66,1,25174.08,1,3060.32,1,3071.50,1,13063.96,1,35458.47,1,475104.14,1,1733.98,1,00.00E00,1,10992.44,1,79584.63,1,168.07,1,877.20,1,00.00E00,1,00.00E00,1,00.00E00,1

2166,2611.17499,41733.22,1,197024.62,1,20469.47,1,2098.72,1,3210.40,1,11009.67,1,28172.78,1,448138.20,1,1392.23,1,74.63,1,11810.86,1,82950.54,1,274.51,1,1035.10,1,00.00E00,1,00.00E00,1,00.00E00,1

2167,2612.27499,37284.31,1,194544.30,1,17615.26,1,2265.95,1,3173.48,1,14215.57,1,26782.28,1,427748.82,1,1067.29,1,00.00E00,1,10292.25,1,106474.98,1,274.51,1,771.94,1,00.00E00,1,00.00E00,1,00.00E00,1

2168,2613.37499,42333.86,1,194108.02,1,21115.09,1,3419.88,1,5195.49,1,13072.09,1,32527.62,1,426148.04,1,1242.37,1,74.63,1,12511.08,1,61839.13,1,179.27,1,543.86,1,00.00E00,1,00.00E00,1,00.00E00,1

2169,2614.47499,39041.57,1,203076.67,1,27337.79,1,3110.49,1,5158.57,1,15747.86,1,28921.70,1,505092.03,1,1750.80,1,157.27,1,12020.02,1,72346.33,1,380.95,1,1263.18,1,52.36,1,00.00E00,1,00.00E00,1

2170,2615.57499,41955.68,1,206367.58,1,25589.45,1,2817.83,1,5044.28,1,13007.03,1,35357.47,1,527069.62,1,2776.09,1,74.63,1,11901.80,1,81834.96,1,84.03,1,1736.88,1,00.00E00,1,00.00E00,1,00.00E00,1

2171,2616.67499,40376.25,1,201089.11,1,21160.40,1,3470.05,1,4868.44,1,13395.77,1,32605.47,1,421777.75,1,1325.71,1,82.64,1,11583.52,1,78244.34,1,179.27,1,1210.54,1,00.00E00,1,00.00E00,1,00.00E00,1

2172,2617.77499,45982.39,1,210238.71,1,27201.85,1,3227.56,1,4590.63,1,15549.41,1,32674.89,1,528150.27,1,2100.97,1,00.00E00,1,14338.97,1,84295.27,1,179.27,1,1017.56,1,00.00E00,1,00.00E00,1,00.00E00,1

2173,2618.87499,37884.89,1,198832.67,1,15995.70,1,2842.91,1,3843.37,1,14817.42,1,25970.30,1,356013.57,1,1050.47,1,00.00E00,1,9619.36,1,67164.08,1,263.31,1,1052.65,1,00.00E00,1,00.00E00,1,00.00E00,1

2174,2619.97499,38974.84,1,211864.99,1,20914.99,1,2575.34,1,3957.65,1,13639.76,1,34503.24,1,436536.80,1,1942.71,1,74.63,1,11792.67,1,72890.06,1,179.27,1,754.39,1,00.00E00,1,00.00E00,1,00.00E00,1

2175,2621.07499,39708.90,1,196633.14,1,22240.24,1,2868.00,1,4272.38,1,16715.74,1,32371.93,1,437432.60,1,1893.01,1,82.64,1,10783.29,1,80588.81,1,00.00E00,1,877.20,1,00.00E00,1,00.00E00,1,00.00E00,1

2176,2622.17499,39464.21,1,199887.65,1,15769.20,1,1856.23,1,5424.07,1,12763.04,1,28155.95,1,426713.80,1,1233.96,1,00.00E00,1,11574.43,1,73709.96,1,179.27,1,596.50,1,00.00E00,1,00.00E00,1,00.00E00,1

2177,2623.27499,39441.97,1,199552.92,1,21994.82,1,1906.40,1,3704.46,1,14806.04,1,30432.19,1,464474.45,1,1742.39,1,74.63,1,12292.83,1,77193.12,1,358.55,1,929.84,1,00.00E00,1,00.00E00,1,00.00E00,1

2178,2624.37499,40865.64,1,194075.15,1,20348.65,1,2985.06,1,3753.70,1,14249.73,1,30977.08,1,458344.88,1,1392.23,1,74.63,1,12192.80,1,83858.45,1,168.07,1,1350.90,1,00.00E00,1,00.00E00,1,00.00E00,1

2179,2625.47499,37328.80,1,191744.41,1,19408.56,1,1279.28,1,3173.48,1,14074.06,1,24176.01,1,362898.28,1,1142.22,1,82.64,1,9473.87,1,80284.77,1,179.27,1,1070.19,1,00.00E00,1,54.35,1,00.00E00,1

2180,2626.57499,38463.22,1,204335.01,1,22927.43,1,2650.59,1,3957.65,1,13693.44,1,29773.71,1,507862.07,1,1500.79,1,82.64,1,11319.81,1,76176.19,1,84.03,1,1105.28,1,00.00E00,1,00.00E00,1,00.00E00,1

2181,2627.67499,39041.57,1,194167.78,1,17917.28,1,3996.86,1,3034.58,1,14649.88,1,33939.37,1,426188.26,1,1217.14,1,00.00E00,1,12229.17,1,76081.99,1,190.48,1,596.50,1,41.84,1,00.00E00,1,00.00E00,1

2182,2628.77499,43668.65,1,187238.71,1,24415.12,1,1780.98,1,3781.83,1,13086.73,1,28612.45,1,1290123.62,1,1808.91,1,00.00E00,1,9992.18,1,67108.43,1,358.55,1,771.94,1,41.84,1,00.00E00,1,00.00E00,1

2183,2629.87499,37061.88,1,193749.44,1,22451.68,1,2408.10,1,3982.27,1,13997.61,1,32281.47,1,409390.73,1,1750.80,1,00.00E00,1,12311.02,1,69118.31,1,168.07,1,543.86,1,00.00E00,1,00.00E00,1,00.00E00,1

2184,2630.97499,40531.96,1,186473.87,1,28100.59,1,3562.03,1,3614.79,1,12240.93,1,30844.54,1,437665.94,1,1400.64,1,74.63,1,11465.31,1,60726.28,1,95.24,1,877.20,1,00.00E00,1,00.00E00,1,00.00E00,1

2185,2632.07499,40109.31,1,195381.02,1,14749.93,1,1229.12,1,4423.60,1,15106.96,1,23490.29,1,340035.05,1,2968.00,1,00.00E00,1,7400.70,1,62618.13,1,95.24,1,649.13,1,00.00E00,1,00.00E00,1,00.00E00,1

2186,2633.17499,37573.48,1,188867.04,1,25215.62,1,2483.36,1,4198.54,1,15282.64,1,30951.83,1,483671.71,1,1050.47,1,74.63,1,12420.14,1,239594.36,1,190.48,1,771.94,1,00.00E00,1,00.00E00,1,00.00E00,1

2187,2634.27499,37973.86,1,183522.20,1,17105.60,1,2048.55,1,3716.77,1,13373.00,1,26456.23,1,396404.74,1,1308.89,1,74.63,1,11128.85,1,72633.18,1,369.75,1,649.13,1,52.36,1,42.55,1,00.00E00,1

2188,2635.37499,35616.10,1,183175.66,1,24958.85,1,1856.23,1,3982.27,1,13129.02,1,23361.99,1,469077.62,1,1317.30,1,00.00E00,1,10637.80,1,74221.61,1,358.55,1,719.30,1,00.00E00,1,00.00E00,1,00.00E00,1

2189,2636.47499,37996.10,1,190486.47,1,17585.06,1,1663.91,1,4312.82,1,14482.34,1,25778.88,1,392487.80,1,1275.25,1,00.00E00,1,8364.52,1,397023.88,1,453.78,1,877.20,1,00.00E00,1,00.00E00,1,00.00E00,1

2190,2637.57499,36683.75,1,194096.07,1,21704.09,1,4072.12,1,3198.09,1,15557.54,1,27958.21,1,449098.66,1,958.73,1,82.64,1,9501.15,1,71308.11,1,179.27,1,1070.19,1,00.00E00,1,42.55,1,00.00E00,1

2191,2638.67499,40665.44,1,195820.30,1,16293.94,1,2600.42,1,3704.46,1,15118.35,1,25404.45,1,987664.86,1,1650.65,1,157.27,1,11065.19,1,68559.64,1,190.48,1,508.78,1,00.00E00,1,00.00E00,1,00.00E00,1

2192,2639.77499,41399.53,1,194188.70,1,19937.12,1,3419.88,1,3716.77,1,12740.27,1,25728.40,1,387095.28,1,958.73,1,00.00E00,1,10837.86,1,71218.20,1,274.51,1,666.67,1,00.00E00,1,00.00E00,1,00.00E00,1

2193,2640.87499,43201.47,1,196937.96,1,20337.33,1,3737.64,1,4398.98,1,14493.72,1,29409.76,1,419190.66,1,1825.73,1,74.63,1,12056.39,1,81503.08,1,347.34,1,859.66,1,00.00E00,1,00.00E00,1,00.00E00,1

2194,2641.97499,45871.15,1,187477.73,1,17981.46,1,3152.30,1,2099.21,1,10765.70,1,28827.03,1,393211.15,1,1409.05,1,00.00E00,1,10255.88,1,62292.83,1,00.00E00,1,1000.01,1,41.84,1,00.00E00,1,00.00E00,1

2195,2643.07499,44825.50,1,184720.17,1,18759.19,1,3879.79,1,2515.90,1,13872.36,1,31698.69,1,424531.25,1,1625.42,1,00.00E00,1,11101.56,1,78167.27,1,95.24,1,1105.28,1,00.00E00,1,00.00E00,1,00.00E00,1

2196,2644.17499,44425.05,1,194723.60,1,20216.51,1,4239.36,1,2515.90,1,13742.24,1,29725.32,1,474986.02,1,2568.13,1,00.00E00,1,11619.90,1,78049.51,1,84.03,1,1263.18,1,41.84,1,54.35,1,00.00E00,1

2197,2645.27499,42689.80,1,185180.25,1,70081.19,1,4047.03,1,4905.37,1,13929.29,1,28101.26,1,429864.51,1,2067.33,1,157.27,1,12547.45,1,77617.03,1,263.31,1,1105.28,1,00.00E00,1,00.00E00,1,00.00E00,1

2198,2646.37499,41377.29,1,185147.38,1,29222.16,1,3277.73,1,3614.79,1,15617.73,1,33962.51,1,453954.94,1,1483.97,1,82.64,1,10264.97,1,73872.66,1,00.00E00,1,491.23,1,00.00E00,1,00.00E00,1,00.00E00,1

2199,2647.47499,41199.32,1,193459.58,1,22957.64,1,2483.36,1,2617.88,1,15827.57,1,34286.52,1,422780.46,1,1925.89,1,74.63,1,12811.17,1,78696.09,1,168.07,1,1140.37,1,41.84,1,00.00E00,1,00.00E00,1

2200,2648.57499,49853.77,1,207578.20,1,28315.84,1,2842.91,1,2781.39,1,14218.83,1,36178.06,1,1554023.72,1,1375.41,1,74.63,1,12483.80,1,73027.07,1,274.51,1,842.11,1,00.00E00,1,00.00E00,1,00.00E00,1

2201,2649.67499,41177.08,1,171505.67,1,16305.26,1,1831.15,1,3071.50,1,13129.02,1,24417.91,1,366959.53,1,1717.16,1,239.92,1,11419.84,1,61314.80,1,95.24,1,842.11,1,00.00E00,1,00.00E00,1,00.00E00,1

2202,2650.77499,36372.35,1,185789.71,1,18959.28,1,1856.23,1,2577.44,1,12541.83,1,20509.86,1,342336.03,1,1409.05,1,00.00E00,1,8564.57,1,64612.81,1,190.48,1,1543.89,1,00.00E00,1,00.00E00,1,00.00E00,1

2203,2651.87499,41688.73,1,187955.77,1,11616.81,1,1755.89,1,2716.34,1,13441.32,1,28759.71,1,368067.95,1,1567.31,1,00.00E00,1,7382.51,1,73164.07,1,95.24,1,719.30,1,00.00E00,1,00.00E00,1,00.00E00,1

2204,2652.97499,40420.74,1,192948.61,1,18049.42,1,2600.42,1,3794.13,1,12362.92,1,26365.77,1,432985.97,1,1325.71,1,165.29,1,11847.24,1,67679.92,1,347.34,1,1228.09,1,00.00E00,1,00.00E00,1,00.00E00,1

2205,2654.07499,44714.27,1,195805.36,1,13681.62,1,3127.21,1,3831.06,1,14085.45,1,26447.81,1,412448.93,1,1367.00,1,74.63,1,11274.34,1,62990.52,1,00.00E00,1,947.38,1,00.00E00,1,00.00E00,1,00.00E00,1

2206,2655.17499,46583.10,1,199334.75,1,16848.89,1,1471.60,1,2364.70,1,13483.61,1,29874.69,1,345817.19,1,2058.92,1,82.64,1,10465.03,1,66457.75,1,168.07,1,1333.36,1,00.00E00,1,00.00E00,1,00.00E00,1

2207,2656.27499,38752.40,1,180505.03,1,13681.62,1,2240.87,1,2907.98,1,14329.44,1,18860.94,1,315420.28,1,1417.46,1,00.00E00,1,8064.46,1,54471.42,1,95.24,1,1140.37,1,00.00E00,1,00.00E00,1,00.00E00,1

2208,2657.37499,41510.76,1,190856.98,1,17947.49,1,2893.08,1,3124.24,1,13662.53,1,20726.50,1,323477.31,1,1325.71,1,00.00E00,1,9892.15,1,49024.09,1,274.51,1,1193.00,1,41.84,1,54.35,1,00.00E00,1

2209,2658.47499,31790.61,1,178820.29,1,13217.31,1,1011.72,1,3969.96,1,12397.07,1,19125.94,1,328229.93,1,1492.38,1,00.00E00,1,10101.30,1,56371.53,1,95.24,1,1052.65,1,00.00E00,1,00.00E00,1,00.00E00,1

2210,2659.57499,37328.80,1,187821.32,1,20080.59,1,3495.14,1,3414.35,1,13651.15,1,31566.15,1,460451.48,1,1233.96,1,00.00E00,1,11519.87,1,77893.22,1,274.51,1,947.38,1,00.00E00,1,00.00E00,1,00.00E00,1

2211,2660.67499,41666.48,1,200957.60,1,14183.69,1,3419.88,1,2806.01,1,14893.87,1,39799.38,1,1557325.49,1,1308.89,1,82.64,1,12438.33,1,74180.93,1,190.48,1,596.50,1,41.84,1,00.00E00,1,00.00E00,1

2212,2661.77499,39508.70,1,198151.28,1,22183.61,1,3252.64,1,2818.31,1,15995.12,1,34311.77,1,506244.04,2,1425.87,1,00.00E00,1,12711.14,1,74493.49,1,179.27,1,1228.09,1,00.00E00,1,00.00E00,1,00.00E00,1

2213,2662.87499,45292.70,1,180245.14,1,20137.22,1,2408.10,1,4300.52,1,15271.25,1,27080.99,1,396102.65,1,2442.74,1,00.00E00,1,11010.63,1,77287.33,1,168.07,1,631.58,1,00.00E00,1,00.00E00,1,00.00E00,1

2214,2663.97499,37440.02,1,203447.29,1,17037.65,1,1538.49,1,2667.11,1,16860.52,1,31892.25,1,468763.56,1,1542.08,1,82.64,1,10264.97,1,75236.35,1,285.72,1,842.11,1,00.00E00,1,00.00E00,1,00.00E00,1

2215,2665.07499,39664.41,1,200945.65,1,21099.99,1,1973.29,1,4476.34,1,13952.07,1,26250.08,1,463288.18,1,2126.20,1,74.63,1,21160.23,1,70749.41,1,84.03,1,789.48,1,00.00E00,1,00.00E00,1,00.00E00,1

2216,2666.17499,37929.37,1,201429.82,1,18370.32,1,1421.43,1,5840.80,1,14698.68,1,29767.40,1,470205.00,1,1050.47,1,74.63,1,13875.17,1,82926.99,1,285.72,1,877.20,1,00.00E00,1,00.00E00,1,55.25,1

2217,2667.27499,38796.88,1,188828.20,1,15048.16,1,1011.72,1,4300.52,1,14905.26,1,32056.35,1,371704.00,1,1917.48,1,00.00E00,1,9983.08,1,77420.06,1,190.48,1,1140.37,1,41.84,1,00.00E00,1,00.00E00,1

2218,2668.37499,43001.25,1,187280.54,1,11118.55,1,1588.66,1,3504.02,1,15294.03,1,28391.57,1,385091.69,1,1842.55,1,82.64,1,10355.91,1,59542.86,1,453.78,1,1017.56,1,00.00E00,1,00.00E00,1,00.00E00,1

2219,2669.47499,42645.31,1,189058.26,1,11548.86,1,1998.38,1,2793.70,1,14928.03,1,28437.85,1,373819.37,1,6368.25,1,82.64,1,10055.83,1,57955.02,1,179.27,1,1140.37,1,00.00E00,1,42.55,1,00.00E00,1

2220,2670.57499,49809.27,1,182333.22,1,14538.53,1,1396.35,1,4828.00,1,12385.69,1,21599.36,1,352089.92,1,1208.73,1,00.00E00,1,9946.71,1,68846.47,1,179.27,1,754.39,1,00.00E00,1,00.00E00,1,00.00E00,1

2221,2671.67499,40910.13,1,182915.76,1,15648.39,1,1178.95,1,2389.31,1,14127.74,1,23178.99,1,364517.91,1,1509.20,1,74.63,1,9710.29,1,53249.66,1,00.00E00,1,789.48,1,00.00E00,1,00.00E00,1,00.00E00,1

2222,2672.77499,43846.62,1,186234.86,1,14727.28,1,1831.15,1,3753.70,1,15137.87,1,23521.84,1,363018.74,1,1317.30,1,165.29,1,9764.85,1,59545.00,1,252.10,1,789.48,1,00.00E00,1,00.00E00,1,55.25,1

2223,2673.87499,39308.50,1,192183.66,1,14704.63,1,794.32,1,2957.21,1,12122.19,1,24249.64,1,349394.99,1,1392.23,1,157.27,1,24216.54,1,59164.08,1,190.48,1,1280.72,1,00.00E00,1,00.00E00,1,00.00E00,1

2224,2674.97499,41666.48,1,184621.58,1,13794.87,1,1638.83,1,2907.98,1,15206.19,1,140538.39,1,360451.55,1,967.14,1,82.64,1,8646.40,1,58629.09,1,274.51,1,456.14,1,00.00E00,1,00.00E00,1,00.00E00,1

2225,2676.07499,45114.72,1,193127.90,1,16426.07,1,2575.34,1,4210.84,1,14394.50,1,20541.41,1,379461.83,1,1058.88,1,00.00E00,1,10846.95,1,61507.41,1,168.07,1,1228.09,1,00.00E00,1,00.00E00,1,00.00E00,1

2226,2677.17499,41332.80,1,179429.65,1,9918.23,1,2483.36,1,3627.10,1,14817.42,1,24194.95,1,364389.41,1,675.08,1,00.00E00,1,11219.78,1,438522.73,1,263.31,1,859.66,1,00.00E00,1,00.00E00,1,00.00E00,1

2227,2678.27499,40442.98,1,180887.39,1,17003.67,1,2240.87,1,2781.39,1,15492.48,1,28017.11,1,415692.32,1,900.62,1,231.90,1,9973.99,1,70299.89,1,00.00E00,1,859.66,1,00.00E00,1,00.00E00,1,00.00E00,1

2228,2679.37499,32769.19,1,179817.98,1,15338.84,1,1806.06,1,2262.72,1,15705.57,1,212666.59,1,338970.23,1,1033.65,1,149.25,1,8946.47,1,64614.95,1,263.31,1,807.03,1,00.00E00,1,00.00E00,1,00.00E00,1

2229,2680.47499,35326.95,1,172315.02,1,14440.38,1,2408.10,1,2793.70,1,13696.69,1,24863.85,1,1612560.66,1,1325.71,1,165.29,1,10946.98,1,52627.03,1,95.24,1,929.84,1,00.00E00,1,42.55,1,00.00E00,1

2230,2681.57499,43001.25,1,176433.70,1,10752.41,1,844.49,1,3185.78,1,15316.80,1,225210.31,1,355906.50,1,1058.88,1,157.27,1,9955.80,1,62656.66,1,84.03,1,719.30,1,00.00E00,1,00.00E00,1,00.00E00,1

2231,2682.67499,37751.42,1,192034.25,1,16127.83,1,1973.29,1,3046.88,1,17013.43,1,23056.99,1,478937.97,1,1667.47,1,00.00E00,1,10765.11,1,125173.03,1,84.03,1,666.67,1,00.00E00,1,00.00E00,1,00.00E00,1

2232,2683.77499,42267.12,1,190184.69,1,118131.68,1,2600.42,1,2654.80,1,14516.50,1,21500.51,1,429840.38,1,1492.38,1,74.63,1,9264.73,1,55994.92,1,263.31,1,1157.91,1,00.00E00,1,00.00E00,1,00.00E00,1

2233,2684.87499,35927.50,1,180546.85,1,8695.30,1,1831.15,1,3210.40,1,14005.74,1,21365.90,1,316754.54,1,1967.17,1,00.00E00,1,8737.33,1,54527.05,1,347.34,1,1193.00,1,00.00E00,1,00.00E00,1,00.00E00,1

2234,2685.97499,39286.26,1,181404.18,1,12073.55,1,1831.15,1,3210.40,1,14048.03,1,27253.49,1,372681.34,1,1600.95,1,00.00E00,1,8209.95,1,68148.67,1,190.48,1,1035.10,1,00.00E00,1,00.00E00,1,00.00E00,1

2235,2687.07499,46449.61,1,182010.60,1,12794.53,1,3520.22,1,2377.01,1,14249.73,1,27371.29,1,381933.84,1,1934.30,1,00.00E00,1,10592.33,1,66581.89,1,84.03,1,824.57,1,00.00E00,1,00.00E00,1,00.00E00,1

2236,2688.17499,36950.67,1,182700.67,1,46317.80,1,1471.60,1,3185.78,1,15629.12,1,29445.52,1,410299.32,1,1050.47,1,74.63,1,10637.80,1,65364.04,1,00.00E00,1,368.42,1,00.00E00,1,00.00E00,1,00.00E00,1

2237,2689.27499,38018.35,1,171559.42,1,9740.83,1,986.63,1,3324.68,1,14553.91,1,21986.38,1,314955.04,1,1808.91,1,149.25,1,7818.96,1,56840.15,1,84.03,1,578.95,1,00.00E00,1,00.00E00,1,00.00E00,1

2238,2690.37499,46382.86,1,172697.30,1,12794.53,1,1881.32,1,4398.98,1,15773.89,1,24102.39,1,354180.16,1,950.32,1,165.29,1,21078.37,1,50294.93,1,00.00E00,1,824.57,1,00.00E00,1,00.00E00,1,00.00E00,1

2239,2691.47499,39686.66,1,193163.76,1,16837.56,1,2868.00,1,4680.31,1,14093.58,1,26039.72,1,364536.65,1,1650.65,1,74.63,1,7609.83,1,65000.19,1,168.07,1,1368.44,1,00.00E00,1,00.00E00,1,00.00E00,1

2240,2692.57499,43067.99,1,180738.03,1,13292.81,1,3152.30,1,3148.86,1,13018.41,1,25768.36,1,412658.00,1,1225.55,1,82.64,1,12138.23,1,79184.25,1,84.03,1,1368.44,1,41.84,1,00.00E00,1,00.00E00,1

2241,2693.67499,44091.34,1,187531.51,1,15493.61,1,2842.91,1,3300.07,1,11055.21,1,24764.99,1,440200.60,1,1558.90,1,74.63,1,9073.77,1,75362.66,1,168.07,1,789.48,1,00.00E00,1,00.00E00,1,00.00E00,1

2242,2694.77499,39953.60,1,184322.83,1,15493.61,1,2458.27,1,3438.97,1,17447.77,1,27709.98,1,383235.52,1,1334.12,1,165.29,1,12192.80,1,65053.70,1,168.07,1,561.41,1,00.00E00,1,00.00E00,1,00.00E00,1

2243,2695.87499,44380.56,1,193967.57,1,15025.51,1,1036.80,1,4791.08,1,14374.98,1,29782.12,1,480846.97,1,1567.31,1,165.29,1,12720.24,1,73029.21,1,168.07,1,1210.54,1,00.00E00,1,00.00E00,1,00.00E00,1

2244,2696.97499,41355.04,1,188890.94,1,17392.52,1,1780.98,1,3741.39,1,15503.87,1,30082.96,1,521373.84,1,1133.81,1,00.00E00,1,12856.64,1,91527.21,1,190.48,1,350.88,1,00.00E00,1,00.00E00,1,00.00E00,1

2245,2698.07499,36594.78,1,188717.65,1,12749.23,1,1421.43,1,5068.89,1,16570.97,1,27743.64,1,378500.39,1,1650.65,1,00.00E00,1,8800.98,1,61973.95,1,274.51,1,947.38,1,00.00E00,1,00.00E00,1,00.00E00,1

2246,2699.17499,36327.86,1,181517.69,1,13172.01,1,1254.20,1,2123.83,1,13673.92,1,22087.34,1,310963.29,1,1550.49,1,00.00E00,1,8728.24,1,51242.73,1,00.00E00,1,1105.28,1,00.00E00,1,00.00E00,1,00.00E00,1

